"","X1","X2"
"ABJ09833","ABJ09833","PA14_55390"
"ABJ09832","ABJ09832","PA14_55400"
"ABJ09831","ABJ09831","PA14_55410"
"ABJ09830","ABJ09830","PA14_55430"
"ABJ09829","ABJ09829","PA14_55440"
"ABJ09828","ABJ09828","PA14_55450"
"ABJ09827","ABJ09827","PA14_55460"
"ABJ09826","ABJ09826","PA14_55470"
"ABJ09825","ABJ09825","PA14_55480"
"ABJ09824","ABJ09824","PA14_55490"
"ABJ09823","ABJ09823","PA14_55500"
"ABJ09822","ABJ09822","PA14_55510"
"ABJ09821","ABJ09821","PA14_55520"
"ABJ09820","ABJ09820","PA14_55530"
"ABJ09819","ABJ09819","PA14_55540"
"ABJ09818","ABJ09818","PA14_55550"
"ABJ09817","ABJ09817","PA14_55560"
"ABJ09816","ABJ09816","PA14_55570"
"ABJ09815","ABJ09815","PA14_55580"
"ABJ09814","ABJ09814","PA14_55590"
"ABJ09813","ABJ09813","PA14_55600"
"ABJ09812","ABJ09812","PA14_55610"
"ABJ13551","ABJ13551","PA14_55640"
"ABJ13552","ABJ13552","PA14_55650"
"ABJ13553","ABJ13553","PA14_55660"
"ABJ13554","ABJ13554","PA14_55670"
"ABJ13555","ABJ13555","PA14_55690"
"ABJ13556","ABJ13556","PA14_55710"
"ABJ13557","ABJ13557","PA14_55720"
"ABJ13558","ABJ13558","PA14_55730"
"ABJ13559","ABJ13559","PA14_55740"
"ABJ13561","ABJ13561","PA14_55750"
"ABJ13560","ABJ13560","PA14_55760"
"ABJ13562","ABJ13562","PA14_55770"
"ABJ13563","ABJ13563","PA14_55780"
"ABJ13564","ABJ13564","PA14_55790"
"ABJ13565","ABJ13565","PA14_55800"
"ABJ13566","ABJ13566","PA14_55810"
"ABJ13567","ABJ13567","PA14_55820"
"ABJ13568","ABJ13568","PA14_55840"
"ABJ13569","ABJ13569","PA14_55850"
"ABJ13570","ABJ13570","PA14_55860"
"ABJ13571","ABJ13571","PA14_55880"
"ABJ13572","ABJ13572","PA14_55890"
"ABJ13573","ABJ13573","PA14_55900"
"ABJ13574","ABJ13574","PA14_55920"
"ABJ13575","ABJ13575","PA14_55930"
"ABJ13576","ABJ13576","PA14_55940"
"ABJ13577","ABJ13577","PA14_55960"
"ABJ13578","ABJ13578","PA14_55980"
"ABJ13579","ABJ13579","PA14_56000"
"ABJ13580","ABJ13580","PA14_56010"
"ABJ13581","ABJ13581","PA14_56030"
"ABJ13582","ABJ13582","PA14_56040"
"ABJ13583","ABJ13583","PA14_56050"
"ABJ13584","ABJ13584","PA14_56060"
"ABJ13585","ABJ13585","PA14_56070"
"ABJ13586","ABJ13586","PA14_56080"
"ABJ13587","ABJ13587","PA14_56090"
"ABJ13588","ABJ13588","PA14_56100"
"ABJ13589","ABJ13589","PA14_56110"
"ABJ13590","ABJ13590","PA14_56130"
"ABJ13591","ABJ13591","PA14_56140"
"ABJ13592","ABJ13592","PA14_56160"
"ABJ13593","ABJ13593","PA14_56170"
"ABJ13594","ABJ13594","PA14_56180"
"ABJ13595","ABJ13595","PA14_56190"
"ABJ13596","ABJ13596","PA14_56200"
"ABJ13597","ABJ13597","PA14_56210"
"ABJ13598","ABJ13598","PA14_56220"
"ABJ13599","ABJ13599","PA14_56240"
"ABJ13600","ABJ13600","PA14_56250"
"ABJ13601","ABJ13601","PA14_56260"
"ABJ13602","ABJ13602","PA14_56280"
"ABJ13603","ABJ13603","PA14_56300"
"ABJ13604","ABJ13604","PA14_56340"
"ABJ13605","ABJ13605","PA14_56360"
"ABJ13606","ABJ13606","PA14_56370"
"ABJ13607","ABJ13607","PA14_56380"
"ABJ13608","ABJ13608","PA14_56390"
"ABJ13609","ABJ13609","PA14_56410"
"ABJ13610","ABJ13610","PA14_56420"
"ABJ13611","ABJ13611","PA14_56430"
"ABJ13612","ABJ13612","PA14_56450"
"ABJ13613","ABJ13613","PA14_56470"
"ABJ13614","ABJ13614","PA14_56480"
"ABJ13615","ABJ13615","PA14_56510"
"ABJ13616","ABJ13616","PA14_56520"
"ABJ13617","ABJ13617","PA14_56530"
"ABJ13618","ABJ13618","PA14_56540"
"ABJ13619","ABJ13619","PA14_56550"
"ABJ13620","ABJ13620","PA14_56560"
"ABJ13621","ABJ13621","PA14_56570"
"ABJ13622","ABJ13622","PA14_56590"
"ABJ13623","ABJ13623","PA14_56600"
"ABJ13624","ABJ13624","PA14_56620"
"ABJ13625","ABJ13625","PA14_56640"
"ABJ13626","ABJ13626","PA14_56660"
"ABJ13627","ABJ13627","PA14_56670"
"ABJ13628","ABJ13628","PA14_56680"
"ABJ13629","ABJ13629","PA14_56690"
"ABJ13630","ABJ13630","PA14_56700"
"ABJ13631","ABJ13631","PA14_56720"
"ABJ13632","ABJ13632","PA14_56730"
"ABJ13633","ABJ13633","PA14_56740"
"ABJ13634","ABJ13634","PA14_56750"
"ABJ13635","ABJ13635","PA14_56770"
"ABJ13636","ABJ13636","PA14_56780"
"ABJ13637","ABJ13637","PA14_56790"
"ABJ13638","ABJ13638","PA14_56800"
"ABJ13639","ABJ13639","PA14_56810"
"ABJ13640","ABJ13640","PA14_56830"
"ABJ13641","ABJ13641","PA14_56840"
"ABJ13642","ABJ13642","PA14_56850"
"ABJ13643","ABJ13643","PA14_56870"
"ABJ13644","ABJ13644","PA14_56880"
"ABJ13645","ABJ13645","PA14_56890"
"ABJ13646","ABJ13646","PA14_56900"
"ABJ13647","ABJ13647","PA14_56910"
"ABJ13648","ABJ13648","PA14_56920"
"ABJ13649","ABJ13649","PA14_56930"
"ABJ13650","ABJ13650","PA14_56940"
"ABJ13651","ABJ13651","PA14_56950"
"ABJ13652","ABJ13652","PA14_56960"
"ABJ13653","ABJ13653","PA14_56970"
"ABJ13654","ABJ13654","PA14_56980"
"ABJ13655","ABJ13655","PA14_56990"
"ABJ13656","ABJ13656","PA14_57010"
"ABJ13657","ABJ13657","PA14_57020"
"ABJ13658","ABJ13658","PA14_57030"
"ABJ13659","ABJ13659","PA14_57040"
"ABJ13660","ABJ13660","PA14_57050"
"ABJ13661","ABJ13661","PA14_57060"
"ABJ13663","ABJ13663","PA14_57070"
"ABJ13662","ABJ13662","PA14_57080"
"ABJ13664","ABJ13664","PA14_57100"
"ABJ13665","ABJ13665","PA14_57110"
"ABJ13666","ABJ13666","PA14_57130"
"ABJ13667","ABJ13667","PA14_57140"
"ABJ13668","ABJ13668","PA14_57160"
"ABJ13669","ABJ13669","PA14_57170"
"ABJ13670","ABJ13670","PA14_57180"
"ABJ13671","ABJ13671","PA14_57190"
"ABJ13672","ABJ13672","PA14_57200"
"ABJ13673","ABJ13673","PA14_57210"
"ABJ13674","ABJ13674","PA14_57220"
"ABJ13675","ABJ13675","PA14_57240"
"ABJ13676","ABJ13676","PA14_57250"
"ABJ13677","ABJ13677","PA14_57260"
"ABJ15653","ABJ15653","PA14_57275"
"ABJ13678","ABJ13678","PA14_57290"
"ABJ13679","ABJ13679","PA14_57300"
"ABJ13680","ABJ13680","PA14_57320"
"ABJ13681","ABJ13681","PA14_57330"
"ABJ13682","ABJ13682","PA14_57340"
"ABJ13683","ABJ13683","PA14_57360"
"ABJ13684","ABJ13684","PA14_57370"
"ABJ13685","ABJ13685","PA14_57380"
"ABJ13686","ABJ13686","PA14_57390"
"ABJ13687","ABJ13687","PA14_57410"
"ABJ15658","ABJ15658","PA14_57425"
"ABJ13688","ABJ13688","PA14_57440"
"ABJ13689","ABJ13689","PA14_57450"
"ABJ13690","ABJ13690","PA14_57460"
"ABJ13691","ABJ13691","PA14_57470"
"ABJ13692","ABJ13692","PA14_57480"
"ABJ13693","ABJ13693","PA14_57490"
"ABJ13694","ABJ13694","PA14_57500"
"ABJ13695","ABJ13695","PA14_57510"
"ABJ13696","ABJ13696","PA14_57520"
"ABJ13697","ABJ13697","PA14_57530"
"ABJ13698","ABJ13698","PA14_57540"
"ABJ13699","ABJ13699","PA14_57560"
"ABJ13700","ABJ13700","PA14_57570"
"ABJ13701","ABJ13701","PA14_57580"
"ABJ13702","ABJ13702","PA14_57590"
"ABJ13703","ABJ13703","PA14_57600"
"ABJ13704","ABJ13704","PA14_57630"
"ABJ13705","ABJ13705","PA14_57640"
"ABJ13706","ABJ13706","PA14_57650"
"ABJ13707","ABJ13707","PA14_57670"
"ABJ13708","ABJ13708","PA14_57680"
"ABJ13709","ABJ13709","PA14_57690"
"ABJ13710","ABJ13710","PA14_57710"
"ABJ13711","ABJ13711","PA14_57720"
"ABJ13712","ABJ13712","PA14_57730"
"ABJ13713","ABJ13713","PA14_57740"
"ABJ13714","ABJ13714","PA14_57760"
"ABJ13715","ABJ13715","PA14_57770"
"ABJ13716","ABJ13716","PA14_57780"
"ABJ13717","ABJ13717","PA14_57800"
"ABJ13718","ABJ13718","PA14_57810"
"ABJ13719","ABJ13719","PA14_57820"
"ABJ13720","ABJ13720","PA14_57830"
"ABJ13721","ABJ13721","PA14_57840"
"ABJ13722","ABJ13722","PA14_57850"
"ABJ13723","ABJ13723","PA14_57870"
"ABJ13724","ABJ13724","PA14_57880"
"ABJ13725","ABJ13725","PA14_57890"
"ABJ13726","ABJ13726","PA14_57900"
"ABJ13727","ABJ13727","PA14_57910"
"ABJ13728","ABJ13728","PA14_57920"
"ABJ13729","ABJ13729","PA14_57930"
"ABJ13730","ABJ13730","PA14_57940"
"ABJ13731","ABJ13731","PA14_57950"
"ABJ13732","ABJ13732","PA14_57960"
"ABJ13733","ABJ13733","PA14_57970"
"ABJ13734","ABJ13734","PA14_57980"
"ABJ13735","ABJ13735","PA14_57990"
"ABJ13736","ABJ13736","PA14_58000"
"ABJ13737","ABJ13737","PA14_58010"
"ABJ13738","ABJ13738","PA14_58030"
"ABJ13739","ABJ13739","PA14_58040"
"ABJ13740","ABJ13740","PA14_58050"
"ABJ13741","ABJ13741","PA14_58060"
"ABJ13742","ABJ13742","PA14_58070"
"ABJ13743","ABJ13743","PA14_58080"
"ABJ13744","ABJ13744","PA14_58090"
"ABJ13745","ABJ13745","PA14_58100"
"ABJ13746","ABJ13746","PA14_58110"
"ABJ13747","ABJ13747","PA14_58120"
"ABJ13748","ABJ13748","PA14_58130"
"ABJ13749","ABJ13749","PA14_58150"
"ABJ13750","ABJ13750","PA14_58170"
"ABJ13751","ABJ13751","PA14_58180"
"ABJ13752","ABJ13752","PA14_58190"
"ABJ13753","ABJ13753","PA14_58210"
"ABJ13754","ABJ13754","PA14_58220"
"ABJ13755","ABJ13755","PA14_58230"
"ABJ13756","ABJ13756","PA14_58240"
"ABJ13757","ABJ13757","PA14_58250"
"ABJ13758","ABJ13758","PA14_58260"
"ABJ13759","ABJ13759","PA14_58270"
"ABJ13760","ABJ13760","PA14_58290"
"ABJ13761","ABJ13761","PA14_58300"
"ABJ13762","ABJ13762","PA14_58320"
"ABJ13763","ABJ13763","PA14_58330"
"ABJ13764","ABJ13764","PA14_58350"
"ABJ13765","ABJ13765","PA14_58360"
"ABJ15689","ABJ15689","PA14_58375"
"ABJ13766","ABJ13766","PA14_58380"
"ABJ13767","ABJ13767","PA14_58390"
"ABJ13768","ABJ13768","PA14_58410"
"ABJ13769","ABJ13769","PA14_58420"
"ABJ13770","ABJ13770","PA14_58440"
"ABJ13771","ABJ13771","PA14_58450"
"ABJ13772","ABJ13772","PA14_58470"
"ABJ13773","ABJ13773","PA14_58490"
"ABJ13774","ABJ13774","PA14_58500"
"ABJ13775","ABJ13775","PA14_58510"
"ABJ15673","ABJ15673","PA14_58515"
"ABJ13776","ABJ13776","PA14_58530"
"ABJ13777","ABJ13777","PA14_58540"
"ABJ13778","ABJ13778","PA14_58550"
"ABJ13779","ABJ13779","PA14_58560"
"ABJ13780","ABJ13780","PA14_58570"
"ABJ13781","ABJ13781","PA14_58580"
"ABJ13782","ABJ13782","PA14_58600"
"ABJ13783","ABJ13783","PA14_58610"
"ABJ13784","ABJ13784","PA14_58620"
"ABJ13785","ABJ13785","PA14_58630"
"ABJ13786","ABJ13786","PA14_58650"
"ABJ13787","ABJ13787","PA14_58660"
"ABJ13788","ABJ13788","PA14_58670"
"ABJ13789","ABJ13789","PA14_58690"
"ABJ13790","ABJ13790","PA14_58700"
"ABJ13791","ABJ13791","PA14_58720"
"ABJ13792","ABJ13792","PA14_58730"
"ABJ13793","ABJ13793","PA14_58740"
"ABJ13794","ABJ13794","PA14_58750"
"ABJ13795","ABJ13795","PA14_58760"
"ABJ13796","ABJ13796","PA14_58770"
"ABJ13797","ABJ13797","PA14_58780"
"ABJ13798","ABJ13798","PA14_58790"
"ABJ13799","ABJ13799","PA14_58800"
"ABJ13800","ABJ13800","PA14_58810"
"ABJ13801","ABJ13801","PA14_58820"
"ABJ13802","ABJ13802","PA14_58830"
"ABJ13803","ABJ13803","PA14_58840"
"ABJ13804","ABJ13804","PA14_58850"
"ABJ13805","ABJ13805","PA14_58860"
"ABJ13806","ABJ13806","PA14_58870"
"ABJ13807","ABJ13807","PA14_58880"
"ABJ13808","ABJ13808","PA14_58890"
"ABJ13809","ABJ13809","PA14_58900"
"ABJ13810","ABJ13810","PA14_58910"
"ABJ13811","ABJ13811","PA14_58920"
"ABJ13812","ABJ13812","PA14_58930"
"ABJ13813","ABJ13813","PA14_58940"
"ABJ13814","ABJ13814","PA14_58950"
"ABJ13815","ABJ13815","PA14_58960"
"ABJ13816","ABJ13816","PA14_58970"
"ABJ13817","ABJ13817","PA14_58980"
"ABJ13818","ABJ13818","PA14_58990"
"ABJ13819","ABJ13819","PA14_59000"
"ABJ13820","ABJ13820","PA14_59010"
"ABJ13821","ABJ13821","PA14_59020"
"ABJ13822","ABJ13822","PA14_59030"
"ABJ13823","ABJ13823","PA14_59050"
"ABJ13824","ABJ13824","PA14_59060"
"ABJ13825","ABJ13825","PA14_59070"
"ABJ13826","ABJ13826","PA14_59090"
"ABJ13827","ABJ13827","PA14_59100"
"ABJ13828","ABJ13828","PA14_59110"
"ABJ13829","ABJ13829","PA14_59120"
"ABJ13830","ABJ13830","PA14_59130"
"ABJ13831","ABJ13831","PA14_59140"
"ABJ13832","ABJ13832","PA14_59150"
"ABJ13833","ABJ13833","PA14_59160"
"ABJ13834","ABJ13834","PA14_59170"
"ABJ13835","ABJ13835","PA14_59180"
"ABJ13836","ABJ13836","PA14_59190"
"ABJ13837","ABJ13837","PA14_59200"
"ABJ13838","ABJ13838","PA14_59210"
"ABJ13839","ABJ13839","PA14_59220"
"ABJ13840","ABJ13840","PA14_59230"
"ABJ13841","ABJ13841","PA14_59240"
"ABJ13842","ABJ13842","PA14_59250"
"ABJ13843","ABJ13843","PA14_59270"
"ABJ13844","ABJ13844","PA14_59280"
"ABJ13845","ABJ13845","PA14_59290"
"ABJ13846","ABJ13846","PA14_59310"
"ABJ13847","ABJ13847","PA14_59320"
"ABJ13848","ABJ13848","PA14_59340"
"ABJ13849","ABJ13849","PA14_59350"
"ABJ13850","ABJ13850","PA14_59360"
"ABJ13852","ABJ13852","PA14_59370"
"ABJ13851","ABJ13851","PA14_59380"
"ABJ13853","ABJ13853","PA14_59390"
"ABJ13854","ABJ13854","PA14_59400"
"ABJ13855","ABJ13855","PA14_59410"
"ABJ13856","ABJ13856","PA14_59430"
"ABJ13857","ABJ13857","PA14_59440"
"ABJ13858","ABJ13858","PA14_59470"
"ABJ13859","ABJ13859","PA14_59480"
"ABJ13860","ABJ13860","PA14_59490"
"ABJ13861","ABJ13861","PA14_59500"
"ABJ13862","ABJ13862","PA14_59510"
"ABJ13863","ABJ13863","PA14_59520"
"ABJ13864","ABJ13864","PA14_59530"
"ABJ13865","ABJ13865","PA14_59540"
"ABJ13866","ABJ13866","PA14_59550"
"ABJ13867","ABJ13867","PA14_59560"
"ABJ13868","ABJ13868","PA14_59570"
"ABJ13869","ABJ13869","PA14_59580"
"ABJ13870","ABJ13870","PA14_59590"
"ABJ13871","ABJ13871","PA14_59600"
"ABJ13872","ABJ13872","PA14_59610"
"ABJ13873","ABJ13873","PA14_59620"
"ABJ13874","ABJ13874","PA14_59630"
"ABJ13875","ABJ13875","PA14_59640"
"ABJ13876","ABJ13876","PA14_59650"
"ABJ13877","ABJ13877","PA14_59660"
"ABJ13878","ABJ13878","PA14_59670"
"ABJ13879","ABJ13879","PA14_59680"
"ABJ13880","ABJ13880","PA14_59690"
"ABJ13881","ABJ13881","PA14_59700"
"ABJ13882","ABJ13882","PA14_59710"
"ABJ13883","ABJ13883","PA14_59720"
"ABJ13884","ABJ13884","PA14_59750"
"ABJ13885","ABJ13885","PA14_59760"
"ABJ13886","ABJ13886","PA14_59770"
"ABJ13887","ABJ13887","PA14_59780"
"ABJ13888","ABJ13888","PA14_59790"
"ABJ13889","ABJ13889","PA14_59800"
"ABJ13890","ABJ13890","PA14_59820"
"ABJ13891","ABJ13891","PA14_59830"
"ABJ13892","ABJ13892","PA14_59840"
"ABJ15703","ABJ15703","PA14_59845"
"ABJ13893","ABJ13893","PA14_59850"
"ABJ13894","ABJ13894","PA14_59860"
"ABJ13895","ABJ13895","PA14_59870"
"ABJ13896","ABJ13896","PA14_59880"
"ABJ13897","ABJ13897","PA14_59890"
"ABJ13898","ABJ13898","PA14_59900"
"ABJ13899","ABJ13899","PA14_59910"
"ABJ13900","ABJ13900","PA14_59920"
"ABJ13901","ABJ13901","PA14_59930"
"ABJ13902","ABJ13902","PA14_59940"
"ABJ13903","ABJ13903","PA14_59950"
"ABJ13904","ABJ13904","PA14_59960"
"ABJ13905","ABJ13905","PA14_59970"
"ABJ13906","ABJ13906","PA14_59980"
"ABJ13907","ABJ13907","PA14_59990"
"ABJ13908","ABJ13908","PA14_60000"
"ABJ13909","ABJ13909","PA14_60010"
"ABJ13910","ABJ13910","PA14_60020"
"ABJ13911","ABJ13911","PA14_60030"
"ABJ13912","ABJ13912","PA14_60040"
"ABJ13913","ABJ13913","PA14_60050"
"ABJ13914","ABJ13914","PA14_60060"
"ABJ13915","ABJ13915","PA14_60070"
"ABJ13916","ABJ13916","PA14_60080"
"ABJ13917","ABJ13917","PA14_60090"
"ABJ13918","ABJ13918","PA14_60100"
"ABJ13919","ABJ13919","PA14_60110"
"ABJ13920","ABJ13920","PA14_60120"
"ABJ13921","ABJ13921","PA14_60130"
"ABJ13922","ABJ13922","PA14_60140"
"ABJ13923","ABJ13923","PA14_60190"
"ABJ13924","ABJ13924","PA14_60200"
"ABJ13925","ABJ13925","PA14_60210"
"ABJ13926","ABJ13926","PA14_60230"
"ABJ13927","ABJ13927","PA14_60240"
"ABJ13928","ABJ13928","PA14_60250"
"ABJ13929","ABJ13929","PA14_60260"
"ABJ13930","ABJ13930","PA14_60270"
"ABJ13931","ABJ13931","PA14_60280"
"ABJ13932","ABJ13932","PA14_60290"
"ABJ13933","ABJ13933","PA14_60300"
"ABJ13934","ABJ13934","PA14_60310"
"ABJ13935","ABJ13935","PA14_60320"
"ABJ13936","ABJ13936","PA14_60330"
"ABJ13937","ABJ13937","PA14_60350"
"ABJ13938","ABJ13938","PA14_60360"
"ABJ13939","ABJ13939","PA14_60370"
"ABJ13940","ABJ13940","PA14_60380"
"ABJ13941","ABJ13941","PA14_60390"
"ABJ13942","ABJ13942","PA14_60400"
"ABJ13943","ABJ13943","PA14_60410"
"ABJ13944","ABJ13944","PA14_60420"
"ABJ15631","ABJ15631","PA14_60445"
"ABJ13945","ABJ13945","PA14_60450"
"ABJ13946","ABJ13946","PA14_60460"
"ABJ13947","ABJ13947","PA14_60470"
"ABJ13948","ABJ13948","PA14_60480"
"ABJ13949","ABJ13949","PA14_60490"
"ABJ13950","ABJ13950","PA14_60500"
"ABJ13951","ABJ13951","PA14_60520"
"ABJ13952","ABJ13952","PA14_60530"
"ABJ13953","ABJ13953","PA14_60540"
"ABJ13954","ABJ13954","PA14_60550"
"ABJ13955","ABJ13955","PA14_60560"
"ABJ13956","ABJ13956","PA14_60570"
"ABJ13957","ABJ13957","PA14_60580"
"ABJ13958","ABJ13958","PA14_60590"
"ABJ13959","ABJ13959","PA14_60600"
"ABJ13960","ABJ13960","PA14_60630"
"ABJ13961","ABJ13961","PA14_60650"
"ABJ13962","ABJ13962","PA14_60660"
"ABJ13963","ABJ13963","PA14_60670"
"ABJ13964","ABJ13964","PA14_60690"
"ABJ13965","ABJ13965","PA14_60700"
"ABJ13966","ABJ13966","PA14_60710"
"ABJ13967","ABJ13967","PA14_60730"
"ABJ13968","ABJ13968","PA14_60750"
"ABJ13969","ABJ13969","PA14_60760"
"ABJ13970","ABJ13970","PA14_60770"
"ABJ13971","ABJ13971","PA14_60780"
"ABJ13972","ABJ13972","PA14_60790"
"ABJ13973","ABJ13973","PA14_60800"
"ABJ13974","ABJ13974","PA14_60810"
"ABJ13975","ABJ13975","PA14_60820"
"ABJ13976","ABJ13976","PA14_60830"
"ABJ13977","ABJ13977","PA14_60850"
"ABJ13978","ABJ13978","PA14_60860"
"ABJ13979","ABJ13979","PA14_60870"
"ABJ13980","ABJ13980","PA14_60890"
"ABJ13981","ABJ13981","PA14_60900"
"ABJ13982","ABJ13982","PA14_60920"
"ABJ13983","ABJ13983","PA14_60930"
"ABJ13984","ABJ13984","PA14_60950"
"ABJ13985","ABJ13985","PA14_60960"
"ABJ13986","ABJ13986","PA14_60970"
"ABJ13987","ABJ13987","PA14_60990"
"ABJ13988","ABJ13988","PA14_61000"
"ABJ13989","ABJ13989","PA14_61010"
"ABJ13990","ABJ13990","PA14_61020"
"ABJ13991","ABJ13991","PA14_61040"
"ABJ13992","ABJ13992","PA14_61050"
"ABJ13993","ABJ13993","PA14_61060"
"ABJ13994","ABJ13994","PA14_61080"
"ABJ13995","ABJ13995","PA14_61090"
"ABJ13996","ABJ13996","PA14_61110"
"ABJ13997","ABJ13997","PA14_61120"
"ABJ13998","ABJ13998","PA14_61130"
"ABJ13999","ABJ13999","PA14_61140"
"ABJ14000","ABJ14000","PA14_61150"
"ABJ14001","ABJ14001","PA14_61170"
"ABJ14002","ABJ14002","PA14_61180"
"ABJ14003","ABJ14003","PA14_61190"
"ABJ14004","ABJ14004","PA14_61200"
"ABJ14005","ABJ14005","PA14_61210"
"ABJ14006","ABJ14006","PA14_61220"
"ABJ14007","ABJ14007","PA14_61250"
"ABJ14008","ABJ14008","PA14_61260"
"ABJ14009","ABJ14009","PA14_61270"
"ABJ14010","ABJ14010","PA14_61280"
"ABJ14011","ABJ14011","PA14_61290"
"ABJ14012","ABJ14012","PA14_61300"
"ABJ14013","ABJ14013","PA14_61320"
"ABJ14014","ABJ14014","PA14_61330"
"ABJ14015","ABJ14015","PA14_61340"
"ABJ14016","ABJ14016","PA14_61350"
"ABJ14017","ABJ14017","PA14_61360"
"ABJ14018","ABJ14018","PA14_61370"
"ABJ14019","ABJ14019","PA14_61380"
"ABJ14020","ABJ14020","PA14_61390"
"ABJ14021","ABJ14021","PA14_61400"
"ABJ14022","ABJ14022","PA14_61410"
"ABJ14023","ABJ14023","PA14_61430"
"ABJ14024","ABJ14024","PA14_61440"
"ABJ14025","ABJ14025","PA14_61450"
"ABJ14026","ABJ14026","PA14_61460"
"ABJ14027","ABJ14027","PA14_61470"
"ABJ14028","ABJ14028","PA14_61480"
"ABJ14029","ABJ14029","PA14_61500"
"ABJ14030","ABJ14030","PA14_61510"
"ABJ14031","ABJ14031","PA14_61520"
"ABJ14032","ABJ14032","PA14_61530"
"ABJ14033","ABJ14033","PA14_61540"
"ABJ14034","ABJ14034","PA14_61550"
"ABJ14035","ABJ14035","PA14_61560"
"ABJ14036","ABJ14036","PA14_61580"
"ABJ14037","ABJ14037","PA14_61590"
"ABJ14038","ABJ14038","PA14_61600"
"ABJ14039","ABJ14039","PA14_61610"
"ABJ14040","ABJ14040","PA14_61620"
"ABJ14041","ABJ14041","PA14_61640"
"ABJ14042","ABJ14042","PA14_61650"
"ABJ14043","ABJ14043","PA14_61660"
"ABJ14044","ABJ14044","PA14_61670"
"ABJ14045","ABJ14045","PA14_61680"
"ABJ14046","ABJ14046","PA14_61700"
"ABJ14047","ABJ14047","PA14_61710"
"ABJ14048","ABJ14048","PA14_61720"
"ABJ14049","ABJ14049","PA14_61740"
"ABJ14050","ABJ14050","PA14_61750"
"ABJ14051","ABJ14051","PA14_61770"
"ABJ14052","ABJ14052","PA14_61780"
"ABJ14053","ABJ14053","PA14_61790"
"ABJ14054","ABJ14054","PA14_61820"
"ABJ14055","ABJ14055","PA14_61840"
"ABJ14056","ABJ14056","PA14_61850"
"ABJ14057","ABJ14057","PA14_61860"
"ABJ14058","ABJ14058","PA14_61870"
"ABJ14059","ABJ14059","PA14_61880"
"ABJ14060","ABJ14060","PA14_61890"
"ABJ14061","ABJ14061","PA14_61910"
"ABJ14062","ABJ14062","PA14_61920"
"ABJ14063","ABJ14063","PA14_61940"
"ABJ14064","ABJ14064","PA14_61950"
"ABJ14065","ABJ14065","PA14_61960"
"ABJ14066","ABJ14066","PA14_61980"
"ABJ14067","ABJ14067","PA14_61990"
"ABJ14068","ABJ14068","PA14_62000"
"ABJ14069","ABJ14069","PA14_62010"
"ABJ14070","ABJ14070","PA14_62020"
"ABJ14071","ABJ14071","PA14_62030"
"ABJ14072","ABJ14072","PA14_62040"
"ABJ14073","ABJ14073","PA14_62100"
"ABJ14074","ABJ14074","PA14_62110"
"ABJ14075","ABJ14075","PA14_62120"
"ABJ14076","ABJ14076","PA14_62130"
"ABJ14077","ABJ14077","PA14_62150"
"ABJ14078","ABJ14078","PA14_62160"
"ABJ14079","ABJ14079","PA14_62170"
"ABJ14080","ABJ14080","PA14_62180"
"ABJ14081","ABJ14081","PA14_62190"
"ABJ14082","ABJ14082","PA14_62200"
"ABJ14083","ABJ14083","PA14_62230"
"ABJ14084","ABJ14084","PA14_62240"
"ABJ14085","ABJ14085","PA14_62250"
"ABJ14086","ABJ14086","PA14_62260"
"ABJ14087","ABJ14087","PA14_62270"
"ABJ14088","ABJ14088","PA14_62280"
"ABJ14089","ABJ14089","PA14_62290"
"ABJ14090","ABJ14090","PA14_62300"
"ABJ14091","ABJ14091","PA14_62330"
"ABJ14092","ABJ14092","PA14_62350"
"ABJ14093","ABJ14093","PA14_62360"
"ABJ14094","ABJ14094","PA14_62370"
"ABJ14095","ABJ14095","PA14_62380"
"ABJ14096","ABJ14096","PA14_62390"
"ABJ14097","ABJ14097","PA14_62400"
"ABJ14098","ABJ14098","PA14_62410"
"ABJ14099","ABJ14099","PA14_62420"
"ABJ14100","ABJ14100","PA14_62430"
"ABJ14101","ABJ14101","PA14_62440"
"ABJ14102","ABJ14102","PA14_62450"
"ABJ14103","ABJ14103","PA14_62470"
"ABJ14104","ABJ14104","PA14_62480"
"ABJ14105","ABJ14105","PA14_62490"
"ABJ14106","ABJ14106","PA14_62510"
"ABJ14107","ABJ14107","PA14_62520"
"ABJ14108","ABJ14108","PA14_62530"
"ABJ14109","ABJ14109","PA14_62540"
"ABJ14110","ABJ14110","PA14_62560"
"ABJ14111","ABJ14111","PA14_62570"
"ABJ14112","ABJ14112","PA14_62580"
"ABJ14113","ABJ14113","PA14_62590"
"ABJ14114","ABJ14114","PA14_62600"
"ABJ14115","ABJ14115","PA14_62620"
"ABJ14116","ABJ14116","PA14_62630"
"ABJ14117","ABJ14117","PA14_62640"
"ABJ14118","ABJ14118","PA14_62650"
"ABJ14119","ABJ14119","PA14_62660"
"ABJ14120","ABJ14120","PA14_62670"
"ABJ14121","ABJ14121","PA14_62680"
"ABJ14122","ABJ14122","PA14_62690"
"ABJ14123","ABJ14123","PA14_62710"
"ABJ14124","ABJ14124","PA14_62720"
"ABJ14125","ABJ14125","PA14_62730"
"ABJ14126","ABJ14126","PA14_62740"
"ABJ14127","ABJ14127","PA14_62760"
"ABJ14128","ABJ14128","PA14_62770"
"ABJ14129","ABJ14129","PA14_62780"
"ABJ14130","ABJ14130","PA14_62810"
